targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,targetName,comparatorName
4410001,4610001,-1,NA,gliquidone,tolazamide
4410001,4710001,-1,NA,gliquidone,tolbutamide
4510001,4610001,-1,NA,glyburide,tolazamide
4510001,4710001,-1,NA,glyburide,tolbutamide
4610001,4710001,-1,NA,tolazamide,tolbutamide
4120000,4220000,-1,NA,chlorpropamide,glimepiride
4120000,4320000,-1,NA,chlorpropamide,glipizide
4120000,4420000,-1,NA,chlorpropamide,gliquidone
4120000,4520000,-1,NA,chlorpropamide,glyburide
4120000,4620000,-1,NA,chlorpropamide,tolazamide
4120000,4720000,-1,NA,chlorpropamide,tolbutamide
4220000,4320000,-1,NA,glimepiride,glipizide
4220000,4420000,-1,NA,glimepiride,gliquidone
4220000,4520000,-1,NA,glimepiride,glyburide
4220000,4620000,-1,NA,glimepiride,tolazamide
4220000,4720000,-1,NA,glimepiride,tolbutamide
4320000,4420000,-1,NA,glipizide,gliquidone
4320000,4520000,-1,NA,glipizide,glyburide
4320000,4620000,-1,NA,glipizide,tolazamide
4320000,4720000,-1,NA,glipizide,tolbutamide
4420000,4520000,-1,NA,gliquidone,glyburide
4420000,4620000,-1,NA,gliquidone,tolazamide
4420000,4720000,-1,NA,gliquidone,tolbutamide
4520000,4620000,-1,NA,glyburide,tolazamide
4520000,4720000,-1,NA,glyburide,tolbutamide
4620000,4720000,-1,NA,tolazamide,tolbutamide
4120100,4220100,-1,NA,chlorpropamide,glimepiride
4120100,4320100,-1,NA,chlorpropamide,glipizide
4120100,4420100,-1,NA,chlorpropamide,gliquidone
4120100,4520100,-1,NA,chlorpropamide,glyburide
4120100,4620100,-1,NA,chlorpropamide,tolazamide
4120100,4720100,-1,NA,chlorpropamide,tolbutamide
4220100,4320100,-1,NA,glimepiride,glipizide
4220100,4420100,-1,NA,glimepiride,gliquidone
4220100,4520100,-1,NA,glimepiride,glyburide
4220100,4620100,-1,NA,glimepiride,tolazamide
4220100,4720100,-1,NA,glimepiride,tolbutamide
4320100,4420100,-1,NA,glipizide,gliquidone
4320100,4520100,-1,NA,glipizide,glyburide
4320100,4620100,-1,NA,glipizide,tolazamide
4320100,4720100,-1,NA,glipizide,tolbutamide
4420100,4520100,-1,NA,gliquidone,glyburide
4420100,4620100,-1,NA,gliquidone,tolazamide
4420100,4720100,-1,NA,gliquidone,tolbutamide
4520100,4620100,-1,NA,glyburide,tolazamide
4520100,4720100,-1,NA,glyburide,tolbutamide
4620100,4720100,-1,NA,tolazamide,tolbutamide
4120300,4220300,-1,NA,chlorpropamide,glimepiride
4120300,4320300,-1,NA,chlorpropamide,glipizide
4120300,4420300,-1,NA,chlorpropamide,gliquidone
4120300,4520300,-1,NA,chlorpropamide,glyburide
4120300,4620300,-1,NA,chlorpropamide,tolazamide
4120300,4720300,-1,NA,chlorpropamide,tolbutamide
4220300,4320300,-1,NA,glimepiride,glipizide
4220300,4420300,-1,NA,glimepiride,gliquidone
4220300,4520300,-1,NA,glimepiride,glyburide
4220300,4620300,-1,NA,glimepiride,tolazamide
4220300,4720300,-1,NA,glimepiride,tolbutamide
4320300,4420300,-1,NA,glipizide,gliquidone
4320300,4520300,-1,NA,glipizide,glyburide
4320300,4620300,-1,NA,glipizide,tolazamide
4320300,4720300,-1,NA,glipizide,tolbutamide
4420300,4520300,-1,NA,gliquidone,glyburide
4420300,4620300,-1,NA,gliquidone,tolazamide
4420300,4720300,-1,NA,gliquidone,tolbutamide
4520300,4620300,-1,NA,glyburide,tolazamide
4520300,4720300,-1,NA,glyburide,tolbutamide
4620300,4720300,-1,NA,tolazamide,tolbutamide
4120010,4220010,-1,NA,chlorpropamide,glimepiride
4120010,4320010,-1,NA,chlorpropamide,glipizide
4120010,4420010,-1,NA,chlorpropamide,gliquidone
4120010,4520010,-1,NA,chlorpropamide,glyburide
4120010,4620010,-1,NA,chlorpropamide,tolazamide
4120010,4720010,-1,NA,chlorpropamide,tolbutamide
4220010,4320010,-1,NA,glimepiride,glipizide
4220010,4420010,-1,NA,glimepiride,gliquidone
4220010,4520010,-1,NA,glimepiride,glyburide
4220010,4620010,-1,NA,glimepiride,tolazamide
4220010,4720010,-1,NA,glimepiride,tolbutamide
4320010,4420010,-1,NA,glipizide,gliquidone
4320010,4520010,-1,NA,glipizide,glyburide
4320010,4620010,-1,NA,glipizide,tolazamide
4320010,4720010,-1,NA,glipizide,tolbutamide
4420010,4520010,-1,NA,gliquidone,glyburide
4420010,4620010,-1,NA,gliquidone,tolazamide
4420010,4720010,-1,NA,gliquidone,tolbutamide
4520010,4620010,-1,NA,glyburide,tolazamide
4520010,4720010,-1,NA,glyburide,tolbutamide
4620010,4720010,-1,NA,tolazamide,tolbutamide
4120030,4220030,-1,NA,chlorpropamide,glimepiride
4120030,4320030,-1,NA,chlorpropamide,glipizide
4120030,4420030,-1,NA,chlorpropamide,gliquidone
4120030,4520030,-1,NA,chlorpropamide,glyburide
4120030,4620030,-1,NA,chlorpropamide,tolazamide
4120030,4720030,-1,NA,chlorpropamide,tolbutamide
4220030,4320030,-1,NA,glimepiride,glipizide
4220030,4420030,-1,NA,glimepiride,gliquidone
4220030,4520030,-1,NA,glimepiride,glyburide
4220030,4620030,-1,NA,glimepiride,tolazamide
4220030,4720030,-1,NA,glimepiride,tolbutamide
4320030,4420030,-1,NA,glipizide,gliquidone
4320030,4520030,-1,NA,glipizide,glyburide
4320030,4620030,-1,NA,glipizide,tolazamide
4320030,4720030,-1,NA,glipizide,tolbutamide
4420030,4520030,-1,NA,gliquidone,glyburide
4420030,4620030,-1,NA,gliquidone,tolazamide
4420030,4720030,-1,NA,gliquidone,tolbutamide
4520030,4620030,-1,NA,glyburide,tolazamide
4520030,4720030,-1,NA,glyburide,tolbutamide
4620030,4720030,-1,NA,tolazamide,tolbutamide
4120002,4220002,-1,NA,chlorpropamide,glimepiride
4120002,4320002,-1,NA,chlorpropamide,glipizide
4120002,4420002,-1,NA,chlorpropamide,gliquidone
4120002,4520002,-1,NA,chlorpropamide,glyburide
4120002,4620002,-1,NA,chlorpropamide,tolazamide
4120002,4720002,-1,NA,chlorpropamide,tolbutamide
4220002,4320002,-1,NA,glimepiride,glipizide
4220002,4420002,-1,NA,glimepiride,gliquidone
4220002,4520002,-1,NA,glimepiride,glyburide
4220002,4620002,-1,NA,glimepiride,tolazamide
4220002,4720002,-1,NA,glimepiride,tolbutamide
4320002,4420002,-1,NA,glipizide,gliquidone
4320002,4520002,-1,NA,glipizide,glyburide
4320002,4620002,-1,NA,glipizide,tolazamide
4320002,4720002,-1,NA,glipizide,tolbutamide
4420002,4520002,-1,NA,gliquidone,glyburide
4420002,4620002,-1,NA,gliquidone,tolazamide
4420002,4720002,-1,NA,gliquidone,tolbutamide
4520002,4620002,-1,NA,glyburide,tolazamide
4520002,4720002,-1,NA,glyburide,tolbutamide
4620002,4720002,-1,NA,tolazamide,tolbutamide
4120001,4220001,-1,NA,chlorpropamide,glimepiride
4120001,4320001,-1,NA,chlorpropamide,glipizide
4120001,4420001,-1,NA,chlorpropamide,gliquidone
4120001,4520001,-1,NA,chlorpropamide,glyburide
4120001,4620001,-1,NA,chlorpropamide,tolazamide
4120001,4720001,-1,NA,chlorpropamide,tolbutamide
4220001,4320001,-1,NA,glimepiride,glipizide
4220001,4420001,-1,NA,glimepiride,gliquidone
4220001,4520001,-1,NA,glimepiride,glyburide
4220001,4620001,-1,NA,glimepiride,tolazamide
4220001,4720001,-1,NA,glimepiride,tolbutamide
4320001,4420001,-1,NA,glipizide,gliquidone
4320001,4520001,-1,NA,glipizide,glyburide
4320001,4620001,-1,NA,glipizide,tolazamide
4320001,4720001,-1,NA,glipizide,tolbutamide
4420001,4520001,-1,NA,gliquidone,glyburide
4420001,4620001,-1,NA,gliquidone,tolazamide
4420001,4720001,-1,NA,gliquidone,tolbutamide
4520001,4620001,-1,NA,glyburide,tolazamide
4520001,4720001,-1,NA,glyburide,tolbutamide
4620001,4720001,-1,NA,tolazamide,tolbutamide
