targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,targetName,comparatorName
1120000,1320000,-1,NA,alogliptin,saxagliptin
1120000,1420000,-1,NA,alogliptin,sitagliptin
1120000,1520000,-1,NA,alogliptin,vildagliptin
1220000,1320000,-1,NA,linagliptin,saxagliptin
1220000,1420000,-1,NA,linagliptin,sitagliptin
1220000,1520000,-1,NA,linagliptin,vildagliptin
1320000,1420000,-1,NA,saxagliptin,sitagliptin
1320000,1520000,-1,NA,saxagliptin,vildagliptin
1420000,1520000,-1,NA,sitagliptin,vildagliptin
1120100,1220100,-1,NA,alogliptin,linagliptin
1120100,1320100,-1,NA,alogliptin,saxagliptin
1120100,1420100,-1,NA,alogliptin,sitagliptin
1120100,1520100,-1,NA,alogliptin,vildagliptin
1220100,1320100,-1,NA,linagliptin,saxagliptin
1220100,1420100,-1,NA,linagliptin,sitagliptin
1220100,1520100,-1,NA,linagliptin,vildagliptin
1320100,1420100,-1,NA,saxagliptin,sitagliptin
1320100,1520100,-1,NA,saxagliptin,vildagliptin
1420100,1520100,-1,NA,sitagliptin,vildagliptin
1120300,1220300,-1,NA,alogliptin,linagliptin
1120300,1320300,-1,NA,alogliptin,saxagliptin
1120300,1420300,-1,NA,alogliptin,sitagliptin
1120300,1520300,-1,NA,alogliptin,vildagliptin
1220300,1320300,-1,NA,linagliptin,saxagliptin
1220300,1420300,-1,NA,linagliptin,sitagliptin
1220300,1520300,-1,NA,linagliptin,vildagliptin
1320300,1420300,-1,NA,saxagliptin,sitagliptin
1320300,1520300,-1,NA,saxagliptin,vildagliptin
1420300,1520300,-1,NA,sitagliptin,vildagliptin
1120010,1220010,-1,NA,alogliptin,linagliptin
1120010,1320010,-1,NA,alogliptin,saxagliptin
1120010,1420010,-1,NA,alogliptin,sitagliptin
1120010,1520010,-1,NA,alogliptin,vildagliptin
1220010,1320010,-1,NA,linagliptin,saxagliptin
1220010,1420010,-1,NA,linagliptin,sitagliptin
1220010,1520010,-1,NA,linagliptin,vildagliptin
1320010,1420010,-1,NA,saxagliptin,sitagliptin
1320010,1520010,-1,NA,saxagliptin,vildagliptin
1420010,1520010,-1,NA,sitagliptin,vildagliptin
1120030,1220030,-1,NA,alogliptin,linagliptin
1120030,1320030,-1,NA,alogliptin,saxagliptin
1120030,1420030,-1,NA,alogliptin,sitagliptin
1120030,1520030,-1,NA,alogliptin,vildagliptin
1220030,1320030,-1,NA,linagliptin,saxagliptin
1220030,1420030,-1,NA,linagliptin,sitagliptin
1220030,1520030,-1,NA,linagliptin,vildagliptin
1320030,1420030,-1,NA,saxagliptin,sitagliptin
1320030,1520030,-1,NA,saxagliptin,vildagliptin
1420030,1520030,-1,NA,sitagliptin,vildagliptin
1120002,1220002,-1,NA,alogliptin,linagliptin
1120002,1320002,-1,NA,alogliptin,saxagliptin
1120002,1420002,-1,NA,alogliptin,sitagliptin
1120002,1520002,-1,NA,alogliptin,vildagliptin
1220002,1320002,-1,NA,linagliptin,saxagliptin
1220002,1420002,-1,NA,linagliptin,sitagliptin
1220002,1520002,-1,NA,linagliptin,vildagliptin
1320002,1420002,-1,NA,saxagliptin,sitagliptin
1320002,1520002,-1,NA,saxagliptin,vildagliptin
1420002,1520002,-1,NA,sitagliptin,vildagliptin
1120001,1220001,-1,NA,alogliptin,linagliptin
1120001,1320001,-1,NA,alogliptin,saxagliptin
1120001,1420001,-1,NA,alogliptin,sitagliptin
1120001,1520001,-1,NA,alogliptin,vildagliptin
1220001,1320001,-1,NA,linagliptin,saxagliptin
1220001,1420001,-1,NA,linagliptin,sitagliptin
1220001,1520001,-1,NA,linagliptin,vildagliptin
1320001,1420001,-1,NA,saxagliptin,sitagliptin
1320001,1520001,-1,NA,saxagliptin,vildagliptin
1420001,1520001,-1,NA,sitagliptin,vildagliptin
