targetId,comparatorId,outcomeIds,excludedCovariateConceptIds,targetName,comparatorName
1122300,1322300,-1,NA,alogliptin ot2 no-met older-age,saxagliptin ot2 no-met older-age
1122010,1322010,-1,NA,alogliptin ot2 no-met female,saxagliptin ot2 no-met female
1122020,1322020,-1,NA,alogliptin ot2 no-met male,saxagliptin ot2 no-met male
1122001,1322001,-1,NA,alogliptin ot2 no-met with-obe,saxagliptin ot2 no-met with-obe
1111000,1411000,-1,NA,alogliptin main,sitagliptin main
1111100,1411100,-1,NA,alogliptin younger-age,sitagliptin younger-age
1111300,1411300,-1,NA,alogliptin older-age,sitagliptin older-age
1111010,1411010,-1,NA,alogliptin female,sitagliptin female
1111020,1411020,-1,NA,alogliptin male,sitagliptin male
1111001,1411001,-1,NA,alogliptin with-obe,sitagliptin with-obe
1121000,1421000,-1,NA,alogliptin main ot2,sitagliptin main ot2
1121100,1421100,-1,NA,alogliptin ot2 younger-age,sitagliptin ot2 younger-age
1121300,1421300,-1,NA,alogliptin ot2 older-age,sitagliptin ot2 older-age
1121010,1421010,-1,NA,alogliptin ot2 female,sitagliptin ot2 female
1121020,1421020,-1,NA,alogliptin ot2 male,sitagliptin ot2 male
1121001,1421001,-1,NA,alogliptin ot2 with-obe,sitagliptin ot2 with-obe
1112000,1412000,-1,NA,alogliptin main no-met,sitagliptin main no-met
1112100,1412100,-1,NA,alogliptin no-met younger-age,sitagliptin no-met younger-age
1112300,1412300,-1,NA,alogliptin no-met older-age,sitagliptin no-met older-age
1112010,1412010,-1,NA,alogliptin no-met female,sitagliptin no-met female
1112020,1412020,-1,NA,alogliptin no-met male,sitagliptin no-met male
1112001,1412001,-1,NA,alogliptin no-met with-obe,sitagliptin no-met with-obe
1122000,1422000,-1,NA,alogliptin main ot2 no-met,sitagliptin main ot2 no-met
1122100,1422100,-1,NA,alogliptin ot2 no-met younger-age,sitagliptin ot2 no-met younger-age
1122300,1422300,-1,NA,alogliptin ot2 no-met older-age,sitagliptin ot2 no-met older-age
1122010,1422010,-1,NA,alogliptin ot2 no-met female,sitagliptin ot2 no-met female
1122020,1422020,-1,NA,alogliptin ot2 no-met male,sitagliptin ot2 no-met male
1122001,1422001,-1,NA,alogliptin ot2 no-met with-obe,sitagliptin ot2 no-met with-obe
1111000,1511000,-1,NA,alogliptin main,vildagliptin main
1111100,1511100,-1,NA,alogliptin younger-age,vildagliptin younger-age
1111300,1511300,-1,NA,alogliptin older-age,vildagliptin older-age
1111010,1511010,-1,NA,alogliptin female,vildagliptin female
1111020,1511020,-1,NA,alogliptin male,vildagliptin male
1111001,1511001,-1,NA,alogliptin with-obe,vildagliptin with-obe
1121000,1521000,-1,NA,alogliptin main ot2,vildagliptin main ot2
1121100,1521100,-1,NA,alogliptin ot2 younger-age,vildagliptin ot2 younger-age
1121300,1521300,-1,NA,alogliptin ot2 older-age,vildagliptin ot2 older-age
1121010,1521010,-1,NA,alogliptin ot2 female,vildagliptin ot2 female
1121020,1521020,-1,NA,alogliptin ot2 male,vildagliptin ot2 male
1121001,1521001,-1,NA,alogliptin ot2 with-obe,vildagliptin ot2 with-obe
1112000,1512000,-1,NA,alogliptin main no-met,vildagliptin main no-met
1112100,1512100,-1,NA,alogliptin no-met younger-age,vildagliptin no-met younger-age
1112300,1512300,-1,NA,alogliptin no-met older-age,vildagliptin no-met older-age
1112010,1512010,-1,NA,alogliptin no-met female,vildagliptin no-met female
1112020,1512020,-1,NA,alogliptin no-met male,vildagliptin no-met male
1112001,1512001,-1,NA,alogliptin no-met with-obe,vildagliptin no-met with-obe
1122000,1522000,-1,NA,alogliptin main ot2 no-met,vildagliptin main ot2 no-met
1122100,1522100,-1,NA,alogliptin ot2 no-met younger-age,vildagliptin ot2 no-met younger-age
1122300,1522300,-1,NA,alogliptin ot2 no-met older-age,vildagliptin ot2 no-met older-age
1122010,1522010,-1,NA,alogliptin ot2 no-met female,vildagliptin ot2 no-met female
1122020,1522020,-1,NA,alogliptin ot2 no-met male,vildagliptin ot2 no-met male
1122001,1522001,-1,NA,alogliptin ot2 no-met with-obe,vildagliptin ot2 no-met with-obe
1111000,2111000,-1,NA,alogliptin main,albiglutide main
1111100,2111100,-1,NA,alogliptin younger-age,albiglutide younger-age
1111300,2111300,-1,NA,alogliptin older-age,albiglutide older-age
1111010,2111010,-1,NA,alogliptin female,albiglutide female
1111020,2111020,-1,NA,alogliptin male,albiglutide male
1111001,2111001,-1,NA,alogliptin with-obe,albiglutide with-obe
1121000,2121000,-1,NA,alogliptin main ot2,albiglutide main ot2
1121100,2121100,-1,NA,alogliptin ot2 younger-age,albiglutide ot2 younger-age
1121300,2121300,-1,NA,alogliptin ot2 older-age,albiglutide ot2 older-age
1121010,2121010,-1,NA,alogliptin ot2 female,albiglutide ot2 female
1121020,2121020,-1,NA,alogliptin ot2 male,albiglutide ot2 male
1121001,2121001,-1,NA,alogliptin ot2 with-obe,albiglutide ot2 with-obe
1112000,2112000,-1,NA,alogliptin main no-met,albiglutide main no-met
1112100,2112100,-1,NA,alogliptin no-met younger-age,albiglutide no-met younger-age
1112300,2112300,-1,NA,alogliptin no-met older-age,albiglutide no-met older-age
1112010,2112010,-1,NA,alogliptin no-met female,albiglutide no-met female
1112020,2112020,-1,NA,alogliptin no-met male,albiglutide no-met male
1112001,2112001,-1,NA,alogliptin no-met with-obe,albiglutide no-met with-obe
1122000,2122000,-1,NA,alogliptin main ot2 no-met,albiglutide main ot2 no-met
1122100,2122100,-1,NA,alogliptin ot2 no-met younger-age,albiglutide ot2 no-met younger-age
1122300,2122300,-1,NA,alogliptin ot2 no-met older-age,albiglutide ot2 no-met older-age
1122010,2122010,-1,NA,alogliptin ot2 no-met female,albiglutide ot2 no-met female
1122020,2122020,-1,NA,alogliptin ot2 no-met male,albiglutide ot2 no-met male
1122001,2122001,-1,NA,alogliptin ot2 no-met with-obe,albiglutide ot2 no-met with-obe
1111000,2211000,-1,NA,alogliptin main,dulaglutide main
1111100,2211100,-1,NA,alogliptin younger-age,dulaglutide younger-age
1111300,2211300,-1,NA,alogliptin older-age,dulaglutide older-age
1111010,2211010,-1,NA,alogliptin female,dulaglutide female
1111020,2211020,-1,NA,alogliptin male,dulaglutide male
1111001,2211001,-1,NA,alogliptin with-obe,dulaglutide with-obe
1121000,2221000,-1,NA,alogliptin main ot2,dulaglutide main ot2
1121100,2221100,-1,NA,alogliptin ot2 younger-age,dulaglutide ot2 younger-age
1121300,2221300,-1,NA,alogliptin ot2 older-age,dulaglutide ot2 older-age
1121010,2221010,-1,NA,alogliptin ot2 female,dulaglutide ot2 female
1121020,2221020,-1,NA,alogliptin ot2 male,dulaglutide ot2 male
1121001,2221001,-1,NA,alogliptin ot2 with-obe,dulaglutide ot2 with-obe
1112000,2212000,-1,NA,alogliptin main no-met,dulaglutide main no-met
1112100,2212100,-1,NA,alogliptin no-met younger-age,dulaglutide no-met younger-age
1112300,2212300,-1,NA,alogliptin no-met older-age,dulaglutide no-met older-age
1112010,2212010,-1,NA,alogliptin no-met female,dulaglutide no-met female
1112020,2212020,-1,NA,alogliptin no-met male,dulaglutide no-met male
1112001,2212001,-1,NA,alogliptin no-met with-obe,dulaglutide no-met with-obe
1122000,2222000,-1,NA,alogliptin main ot2 no-met,dulaglutide main ot2 no-met
1122100,2222100,-1,NA,alogliptin ot2 no-met younger-age,dulaglutide ot2 no-met younger-age
1122300,2222300,-1,NA,alogliptin ot2 no-met older-age,dulaglutide ot2 no-met older-age
1122010,2222010,-1,NA,alogliptin ot2 no-met female,dulaglutide ot2 no-met female
1122020,2222020,-1,NA,alogliptin ot2 no-met male,dulaglutide ot2 no-met male
1122001,2222001,-1,NA,alogliptin ot2 no-met with-obe,dulaglutide ot2 no-met with-obe
1111000,2311000,-1,NA,alogliptin main,exenatide main
1111100,2311100,-1,NA,alogliptin younger-age,exenatide younger-age
1111300,2311300,-1,NA,alogliptin older-age,exenatide older-age
1111010,2311010,-1,NA,alogliptin female,exenatide female
1111020,2311020,-1,NA,alogliptin male,exenatide male
1111001,2311001,-1,NA,alogliptin with-obe,exenatide with-obe
1121000,2321000,-1,NA,alogliptin main ot2,exenatide main ot2
1121100,2321100,-1,NA,alogliptin ot2 younger-age,exenatide ot2 younger-age
1121300,2321300,-1,NA,alogliptin ot2 older-age,exenatide ot2 older-age
1121010,2321010,-1,NA,alogliptin ot2 female,exenatide ot2 female
1121020,2321020,-1,NA,alogliptin ot2 male,exenatide ot2 male
1121001,2321001,-1,NA,alogliptin ot2 with-obe,exenatide ot2 with-obe
1112000,2312000,-1,NA,alogliptin main no-met,exenatide main no-met
1112100,2312100,-1,NA,alogliptin no-met younger-age,exenatide no-met younger-age
1112300,2312300,-1,NA,alogliptin no-met older-age,exenatide no-met older-age
1112010,2312010,-1,NA,alogliptin no-met female,exenatide no-met female
1112020,2312020,-1,NA,alogliptin no-met male,exenatide no-met male
1112001,2312001,-1,NA,alogliptin no-met with-obe,exenatide no-met with-obe
1122000,2322000,-1,NA,alogliptin main ot2 no-met,exenatide main ot2 no-met
1122100,2322100,-1,NA,alogliptin ot2 no-met younger-age,exenatide ot2 no-met younger-age
1122300,2322300,-1,NA,alogliptin ot2 no-met older-age,exenatide ot2 no-met older-age
1122010,2322010,-1,NA,alogliptin ot2 no-met female,exenatide ot2 no-met female
1122020,2322020,-1,NA,alogliptin ot2 no-met male,exenatide ot2 no-met male
1122001,2322001,-1,NA,alogliptin ot2 no-met with-obe,exenatide ot2 no-met with-obe
1111000,2411000,-1,NA,alogliptin main,liraglutide main
1111100,2411100,-1,NA,alogliptin younger-age,liraglutide younger-age
1111300,2411300,-1,NA,alogliptin older-age,liraglutide older-age
1111010,2411010,-1,NA,alogliptin female,liraglutide female
1111020,2411020,-1,NA,alogliptin male,liraglutide male
1111001,2411001,-1,NA,alogliptin with-obe,liraglutide with-obe
1121000,2421000,-1,NA,alogliptin main ot2,liraglutide main ot2
1121100,2421100,-1,NA,alogliptin ot2 younger-age,liraglutide ot2 younger-age
1121300,2421300,-1,NA,alogliptin ot2 older-age,liraglutide ot2 older-age
1121010,2421010,-1,NA,alogliptin ot2 female,liraglutide ot2 female
1121020,2421020,-1,NA,alogliptin ot2 male,liraglutide ot2 male
1121001,2421001,-1,NA,alogliptin ot2 with-obe,liraglutide ot2 with-obe
1112000,2412000,-1,NA,alogliptin main no-met,liraglutide main no-met
1112100,2412100,-1,NA,alogliptin no-met younger-age,liraglutide no-met younger-age
1112300,2412300,-1,NA,alogliptin no-met older-age,liraglutide no-met older-age
1112010,2412010,-1,NA,alogliptin no-met female,liraglutide no-met female
1112020,2412020,-1,NA,alogliptin no-met male,liraglutide no-met male
1112001,2412001,-1,NA,alogliptin no-met with-obe,liraglutide no-met with-obe
1122000,2422000,-1,NA,alogliptin main ot2 no-met,liraglutide main ot2 no-met
1122100,2422100,-1,NA,alogliptin ot2 no-met younger-age,liraglutide ot2 no-met younger-age
1122300,2422300,-1,NA,alogliptin ot2 no-met older-age,liraglutide ot2 no-met older-age
1122010,2422010,-1,NA,alogliptin ot2 no-met female,liraglutide ot2 no-met female
1122020,2422020,-1,NA,alogliptin ot2 no-met male,liraglutide ot2 no-met male
1122001,2422001,-1,NA,alogliptin ot2 no-met with-obe,liraglutide ot2 no-met with-obe
1111000,2511000,-1,NA,alogliptin main,lixisenatide main
1111100,2511100,-1,NA,alogliptin younger-age,lixisenatide younger-age
1111300,2511300,-1,NA,alogliptin older-age,lixisenatide older-age
1111010,2511010,-1,NA,alogliptin female,lixisenatide female
1111020,2511020,-1,NA,alogliptin male,lixisenatide male
1111001,2511001,-1,NA,alogliptin with-obe,lixisenatide with-obe
1121000,2521000,-1,NA,alogliptin main ot2,lixisenatide main ot2
1121100,2521100,-1,NA,alogliptin ot2 younger-age,lixisenatide ot2 younger-age
1121300,2521300,-1,NA,alogliptin ot2 older-age,lixisenatide ot2 older-age
1121010,2521010,-1,NA,alogliptin ot2 female,lixisenatide ot2 female
1121020,2521020,-1,NA,alogliptin ot2 male,lixisenatide ot2 male
1121001,2521001,-1,NA,alogliptin ot2 with-obe,lixisenatide ot2 with-obe
1112000,2512000,-1,NA,alogliptin main no-met,lixisenatide main no-met
1112100,2512100,-1,NA,alogliptin no-met younger-age,lixisenatide no-met younger-age
1112300,2512300,-1,NA,alogliptin no-met older-age,lixisenatide no-met older-age
1112010,2512010,-1,NA,alogliptin no-met female,lixisenatide no-met female
1112020,2512020,-1,NA,alogliptin no-met male,lixisenatide no-met male
1112001,2512001,-1,NA,alogliptin no-met with-obe,lixisenatide no-met with-obe
1122000,2522000,-1,NA,alogliptin main ot2 no-met,lixisenatide main ot2 no-met
1122100,2522100,-1,NA,alogliptin ot2 no-met younger-age,lixisenatide ot2 no-met younger-age
1122300,2522300,-1,NA,alogliptin ot2 no-met older-age,lixisenatide ot2 no-met older-age
1122010,2522010,-1,NA,alogliptin ot2 no-met female,lixisenatide ot2 no-met female
1122020,2522020,-1,NA,alogliptin ot2 no-met male,lixisenatide ot2 no-met male
1122001,2522001,-1,NA,alogliptin ot2 no-met with-obe,lixisenatide ot2 no-met with-obe
1111000,2611000,-1,NA,alogliptin main,semaglutide main
1111100,2611100,-1,NA,alogliptin younger-age,semaglutide younger-age
1111300,2611300,-1,NA,alogliptin older-age,semaglutide older-age
1111010,2611010,-1,NA,alogliptin female,semaglutide female
1111020,2611020,-1,NA,alogliptin male,semaglutide male
1111001,2611001,-1,NA,alogliptin with-obe,semaglutide with-obe
1121000,2621000,-1,NA,alogliptin main ot2,semaglutide main ot2
1121100,2621100,-1,NA,alogliptin ot2 younger-age,semaglutide ot2 younger-age
1121300,2621300,-1,NA,alogliptin ot2 older-age,semaglutide ot2 older-age
1121010,2621010,-1,NA,alogliptin ot2 female,semaglutide ot2 female
1121020,2621020,-1,NA,alogliptin ot2 male,semaglutide ot2 male
1121001,2621001,-1,NA,alogliptin ot2 with-obe,semaglutide ot2 with-obe
1112000,2612000,-1,NA,alogliptin main no-met,semaglutide main no-met
1112100,2612100,-1,NA,alogliptin no-met younger-age,semaglutide no-met younger-age
1112300,2612300,-1,NA,alogliptin no-met older-age,semaglutide no-met older-age
1112010,2612010,-1,NA,alogliptin no-met female,semaglutide no-met female
1112020,2612020,-1,NA,alogliptin no-met male,semaglutide no-met male
1112001,2612001,-1,NA,alogliptin no-met with-obe,semaglutide no-met with-obe
1122000,2622000,-1,NA,alogliptin main ot2 no-met,semaglutide main ot2 no-met
1122100,2622100,-1,NA,alogliptin ot2 no-met younger-age,semaglutide ot2 no-met younger-age
1122300,2622300,-1,NA,alogliptin ot2 no-met older-age,semaglutide ot2 no-met older-age
1122010,2622010,-1,NA,alogliptin ot2 no-met female,semaglutide ot2 no-met female
1122020,2622020,-1,NA,alogliptin ot2 no-met male,semaglutide ot2 no-met male
1122001,2622001,-1,NA,alogliptin ot2 no-met with-obe,semaglutide ot2 no-met with-obe
1111000,2711000,-1,NA,alogliptin main,tirzepatide main
1111100,2711100,-1,NA,alogliptin younger-age,tirzepatide younger-age
1111300,2711300,-1,NA,alogliptin older-age,tirzepatide older-age
1111010,2711010,-1,NA,alogliptin female,tirzepatide female
1111020,2711020,-1,NA,alogliptin male,tirzepatide male
1111001,2711001,-1,NA,alogliptin with-obe,tirzepatide with-obe
1121000,2721000,-1,NA,alogliptin main ot2,tirzepatide main ot2
1121100,2721100,-1,NA,alogliptin ot2 younger-age,tirzepatide ot2 younger-age
1121300,2721300,-1,NA,alogliptin ot2 older-age,tirzepatide ot2 older-age
1121010,2721010,-1,NA,alogliptin ot2 female,tirzepatide ot2 female
1121020,2721020,-1,NA,alogliptin ot2 male,tirzepatide ot2 male
1121001,2721001,-1,NA,alogliptin ot2 with-obe,tirzepatide ot2 with-obe
1112000,2712000,-1,NA,alogliptin main no-met,tirzepatide main no-met
1112100,2712100,-1,NA,alogliptin no-met younger-age,tirzepatide no-met younger-age
1112300,2712300,-1,NA,alogliptin no-met older-age,tirzepatide no-met older-age
1112010,2712010,-1,NA,alogliptin no-met female,tirzepatide no-met female
1112020,2712020,-1,NA,alogliptin no-met male,tirzepatide no-met male
1112001,2712001,-1,NA,alogliptin no-met with-obe,tirzepatide no-met with-obe
1122000,2722000,-1,NA,alogliptin main ot2 no-met,tirzepatide main ot2 no-met
1122100,2722100,-1,NA,alogliptin ot2 no-met younger-age,tirzepatide ot2 no-met younger-age
1122300,2722300,-1,NA,alogliptin ot2 no-met older-age,tirzepatide ot2 no-met older-age
1122010,2722010,-1,NA,alogliptin ot2 no-met female,tirzepatide ot2 no-met female
1122020,2722020,-1,NA,alogliptin ot2 no-met male,tirzepatide ot2 no-met male
1122001,2722001,-1,NA,alogliptin ot2 no-met with-obe,tirzepatide ot2 no-met with-obe
1111000,2811000,-1,NA,alogliptin main,efpeglenatide main
1111100,2811100,-1,NA,alogliptin younger-age,efpeglenatide younger-age
1111300,2811300,-1,NA,alogliptin older-age,efpeglenatide older-age
1111010,2811010,-1,NA,alogliptin female,efpeglenatide female
1111020,2811020,-1,NA,alogliptin male,efpeglenatide male
1111001,2811001,-1,NA,alogliptin with-obe,efpeglenatide with-obe
1121000,2821000,-1,NA,alogliptin main ot2,efpeglenatide main ot2
1121100,2821100,-1,NA,alogliptin ot2 younger-age,efpeglenatide ot2 younger-age
1121300,2821300,-1,NA,alogliptin ot2 older-age,efpeglenatide ot2 older-age
1121010,2821010,-1,NA,alogliptin ot2 female,efpeglenatide ot2 female
1121020,2821020,-1,NA,alogliptin ot2 male,efpeglenatide ot2 male
1121001,2821001,-1,NA,alogliptin ot2 with-obe,efpeglenatide ot2 with-obe
1112000,2812000,-1,NA,alogliptin main no-met,efpeglenatide main no-met
1112100,2812100,-1,NA,alogliptin no-met younger-age,efpeglenatide no-met younger-age
1112300,2812300,-1,NA,alogliptin no-met older-age,efpeglenatide no-met older-age
1112010,2812010,-1,NA,alogliptin no-met female,efpeglenatide no-met female
1112020,2812020,-1,NA,alogliptin no-met male,efpeglenatide no-met male
1112001,2812001,-1,NA,alogliptin no-met with-obe,efpeglenatide no-met with-obe
1122000,2822000,-1,NA,alogliptin main ot2 no-met,efpeglenatide main ot2 no-met
1122100,2822100,-1,NA,alogliptin ot2 no-met younger-age,efpeglenatide ot2 no-met younger-age
1122300,2822300,-1,NA,alogliptin ot2 no-met older-age,efpeglenatide ot2 no-met older-age
1122010,2822010,-1,NA,alogliptin ot2 no-met female,efpeglenatide ot2 no-met female
1122020,2822020,-1,NA,alogliptin ot2 no-met male,efpeglenatide ot2 no-met male
1122001,2822001,-1,NA,alogliptin ot2 no-met with-obe,efpeglenatide ot2 no-met with-obe
1111000,3111000,-1,NA,alogliptin main,canagliflozin main
1111100,3111100,-1,NA,alogliptin younger-age,canagliflozin younger-age
1111300,3111300,-1,NA,alogliptin older-age,canagliflozin older-age
1111010,3111010,-1,NA,alogliptin female,canagliflozin female
1111020,3111020,-1,NA,alogliptin male,canagliflozin male
1111001,3111001,-1,NA,alogliptin with-obe,canagliflozin with-obe
1121000,3121000,-1,NA,alogliptin main ot2,canagliflozin main ot2
1121100,3121100,-1,NA,alogliptin ot2 younger-age,canagliflozin ot2 younger-age
1121300,3121300,-1,NA,alogliptin ot2 older-age,canagliflozin ot2 older-age
1121010,3121010,-1,NA,alogliptin ot2 female,canagliflozin ot2 female
1121020,3121020,-1,NA,alogliptin ot2 male,canagliflozin ot2 male
1121001,3121001,-1,NA,alogliptin ot2 with-obe,canagliflozin ot2 with-obe
1112000,3112000,-1,NA,alogliptin main no-met,canagliflozin main no-met
1112100,3112100,-1,NA,alogliptin no-met younger-age,canagliflozin no-met younger-age
1112300,3112300,-1,NA,alogliptin no-met older-age,canagliflozin no-met older-age
1112010,3112010,-1,NA,alogliptin no-met female,canagliflozin no-met female
1112020,3112020,-1,NA,alogliptin no-met male,canagliflozin no-met male
1112001,3112001,-1,NA,alogliptin no-met with-obe,canagliflozin no-met with-obe
1122000,3122000,-1,NA,alogliptin main ot2 no-met,canagliflozin main ot2 no-met
1122100,3122100,-1,NA,alogliptin ot2 no-met younger-age,canagliflozin ot2 no-met younger-age
1122300,3122300,-1,NA,alogliptin ot2 no-met older-age,canagliflozin ot2 no-met older-age
1122010,3122010,-1,NA,alogliptin ot2 no-met female,canagliflozin ot2 no-met female
1122020,3122020,-1,NA,alogliptin ot2 no-met male,canagliflozin ot2 no-met male
1122001,3122001,-1,NA,alogliptin ot2 no-met with-obe,canagliflozin ot2 no-met with-obe
1111000,3211000,-1,NA,alogliptin main,dapagliflozin main
1111100,3211100,-1,NA,alogliptin younger-age,dapagliflozin younger-age
1111300,3211300,-1,NA,alogliptin older-age,dapagliflozin older-age
1111010,3211010,-1,NA,alogliptin female,dapagliflozin female
1111020,3211020,-1,NA,alogliptin male,dapagliflozin male
1111001,3211001,-1,NA,alogliptin with-obe,dapagliflozin with-obe
1121000,3221000,-1,NA,alogliptin main ot2,dapagliflozin main ot2
1121100,3221100,-1,NA,alogliptin ot2 younger-age,dapagliflozin ot2 younger-age
1121300,3221300,-1,NA,alogliptin ot2 older-age,dapagliflozin ot2 older-age
1121010,3221010,-1,NA,alogliptin ot2 female,dapagliflozin ot2 female
1121020,3221020,-1,NA,alogliptin ot2 male,dapagliflozin ot2 male
1121001,3221001,-1,NA,alogliptin ot2 with-obe,dapagliflozin ot2 with-obe
1112000,3212000,-1,NA,alogliptin main no-met,dapagliflozin main no-met
1112100,3212100,-1,NA,alogliptin no-met younger-age,dapagliflozin no-met younger-age
1112300,3212300,-1,NA,alogliptin no-met older-age,dapagliflozin no-met older-age
1112010,3212010,-1,NA,alogliptin no-met female,dapagliflozin no-met female
1112020,3212020,-1,NA,alogliptin no-met male,dapagliflozin no-met male
1112001,3212001,-1,NA,alogliptin no-met with-obe,dapagliflozin no-met with-obe
1122000,3222000,-1,NA,alogliptin main ot2 no-met,dapagliflozin main ot2 no-met
1122100,3222100,-1,NA,alogliptin ot2 no-met younger-age,dapagliflozin ot2 no-met younger-age
1122300,3222300,-1,NA,alogliptin ot2 no-met older-age,dapagliflozin ot2 no-met older-age
1122010,3222010,-1,NA,alogliptin ot2 no-met female,dapagliflozin ot2 no-met female
1122020,3222020,-1,NA,alogliptin ot2 no-met male,dapagliflozin ot2 no-met male
1122001,3222001,-1,NA,alogliptin ot2 no-met with-obe,dapagliflozin ot2 no-met with-obe
1111000,3311000,-1,NA,alogliptin main,empagliflozin main
1111100,3311100,-1,NA,alogliptin younger-age,empagliflozin younger-age
1111300,3311300,-1,NA,alogliptin older-age,empagliflozin older-age
1111010,3311010,-1,NA,alogliptin female,empagliflozin female
1111020,3311020,-1,NA,alogliptin male,empagliflozin male
1111001,3311001,-1,NA,alogliptin with-obe,empagliflozin with-obe
1121000,3321000,-1,NA,alogliptin main ot2,empagliflozin main ot2
1121100,3321100,-1,NA,alogliptin ot2 younger-age,empagliflozin ot2 younger-age
1121300,3321300,-1,NA,alogliptin ot2 older-age,empagliflozin ot2 older-age
1121010,3321010,-1,NA,alogliptin ot2 female,empagliflozin ot2 female
1121020,3321020,-1,NA,alogliptin ot2 male,empagliflozin ot2 male
1121001,3321001,-1,NA,alogliptin ot2 with-obe,empagliflozin ot2 with-obe
1112000,3312000,-1,NA,alogliptin main no-met,empagliflozin main no-met
1112100,3312100,-1,NA,alogliptin no-met younger-age,empagliflozin no-met younger-age
1112300,3312300,-1,NA,alogliptin no-met older-age,empagliflozin no-met older-age
1112010,3312010,-1,NA,alogliptin no-met female,empagliflozin no-met female
1112020,3312020,-1,NA,alogliptin no-met male,empagliflozin no-met male
1112001,3312001,-1,NA,alogliptin no-met with-obe,empagliflozin no-met with-obe
1122000,3322000,-1,NA,alogliptin main ot2 no-met,empagliflozin main ot2 no-met
1122100,3322100,-1,NA,alogliptin ot2 no-met younger-age,empagliflozin ot2 no-met younger-age
1122300,3322300,-1,NA,alogliptin ot2 no-met older-age,empagliflozin ot2 no-met older-age
1122010,3322010,-1,NA,alogliptin ot2 no-met female,empagliflozin ot2 no-met female
1122020,3322020,-1,NA,alogliptin ot2 no-met male,empagliflozin ot2 no-met male
1122001,3322001,-1,NA,alogliptin ot2 no-met with-obe,empagliflozin ot2 no-met with-obe
1111000,3411000,-1,NA,alogliptin main,ertugliflozin main
1111100,3411100,-1,NA,alogliptin younger-age,ertugliflozin younger-age
1111300,3411300,-1,NA,alogliptin older-age,ertugliflozin older-age
